ctime,datid,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,conflicts,temp_files,temp_bytes,deadlocks,checksum_failures,checksum_last_failure,blk_read_time,blk_write_time,session_time,active_time,idle_in_transaction_time,sessions,sessions_abandoned,sessions_fatal,sessions_killed,stats_reset
1682726323.521996,22501,dbt2,2,4427510,19972,85475192,839406613,237458511,191592380,26873435,49736028,1753394,0,0,0,20,,,0,0,682544268.439,626306738.01,20102142.308,2063,749,0,0,2023-04-28 07:35:51.975166-07
1682726323.521996,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726323.521996,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726383.600462,0,,0,0,0,4177,77634,27336,19284,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726383.600462,14779,postgres,0,1602,0,11666,208334,892364,92124,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726383.600462,22501,dbt2,3,4436334,20015,85643039,840934184,237896169,191981666,26926190,49834903,1756986,0,0,0,20,,,0,0,682605148.272,626354172.92,20109163.726,2072,749,0,0,2023-04-28 07:35:51.975166-07
1682726383.600462,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726383.600462,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726443.581052,0,,0,0,0,4202,77714,27389,19309,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726443.581052,14779,postgres,0,1604,0,11698,208385,893605,92138,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726443.581052,22501,dbt2,3,4444788,20061,85803404,842424049,238321201,192358841,26976969,49931751,1760578,0,0,0,20,,,0,0,682665360.661,626401432.737,20116331.618,2074,749,0,0,2023-04-28 07:35:51.975166-07
1682726443.581052,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726443.581052,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726503.535359,0,,0,0,0,4224,77842,27441,19345,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726503.535359,14779,postgres,0,1606,0,11730,208436,894846,92152,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726503.535359,22501,dbt2,2,4451794,20091,85927245,843647229,238660098,192658519,27019782,50009137,1763290,0,0,0,20,,,0,0,682725641.235,626448411.082,20123759.596,2078,749,0,0,2023-04-28 07:35:51.975166-07
1682726503.535359,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726503.535359,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726563.609884,0,,0,0,0,4252,78090,27558,19410,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726563.609884,14779,postgres,0,1608,0,11762,208487,896087,92166,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726563.609884,22501,dbt2,2,4459766,20126,86069172,845039790,239049200,193003982,27068259,50094781,1766182,0,0,0,20,,,0,0,682786890.15,626496064.749,20131057.308,2087,749,0,0,2023-04-28 07:35:51.975166-07
1682726563.609884,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726563.609884,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726623.586095,0,,0,0,0,4274,78168,27594,19434,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726623.586095,14779,postgres,0,1610,0,11794,208538,897328,92180,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
