ctime,wal_records,wal_fpi,wal_bytes,wal_buffers_full,wal_write,wal_sync,wal_write_time,wal_sync_time,stats_reset
1719476591.031163,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719476651.041108,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719476711.052882,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719476771.063841,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719476831.079452,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719476891.092438,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719476951.107679,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719477011.119279,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719477071.123856,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719477131.140235,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719477191.151058,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719477251.171296,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719477311.180155,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719477371.194412,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719477431.206633,400765633,81073374,1605135610532,17814247,19428245,1600440,0,0,2024-06-13 18:53:49.178489+00
1719477491.215343,400765633,81073374,1605135610532,17814247,19428245,1600440,0,0,2024-06-13 18:53:49.178489+00
1719477551.228362,400765633,81073374,1605135610532,17814247,19428245,1600440,0,0,2024-06-13 18:53:49.178489+00
1719477611.236008,400765633,81073374,1605135610532,17814247,19428245,1600440,0,0,2024-06-13 18:53:49.178489+00
1719477671.248723,400765633,81073374,1605135610532,17814247,19428245,1600440,0,0,2024-06-13 18:53:49.178489+00
1719477731.264796,400765633,81073374,1605135610532,17814247,19428245,1600440,0,0,2024-06-13 18:53:49.178489+00
1719477791.279664,400765633,81073374,1605135610532,17814247,19428245,1600440,0,0,2024-06-13 18:53:49.178489+00
1719477851.296793,400765633,81073374,1605135610532,17814247,19428245,1600440,0,0,2024-06-13 18:53:49.178489+00
1719477911.306540,400765633,81073374,1605135610532,17814247,19428245,1600440,0,0,2024-06-13 18:53:49.178489+00
1719477971.320997,400765633,81073374,1605135610532,17814247,19428245,1600440,0,0,2024-06-13 18:53:49.178489+00
1719478031.331864,400765633,81073374,1605135610532,17814247,19428245,1600440,0,0,2024-06-13 18:53:49.178489+00
1719478091.347895,400765684,81073381,1605135663551,17814247,19428263,1600458,0,0,2024-06-13 18:53:49.178489+00
1719478151.356709,400765721,81073381,1605135665768,17814247,19428282,1600477,0,0,2024-06-13 18:53:49.178489+00
1719478211.371636,400765784,81073382,1605135677790,17814247,19428314,1600509,0,0,2024-06-13 18:53:49.178489+00
1719478271.376987,400765810,81073382,1605135679340,17814247,19428328,1600523,0,0,2024-06-13 18:53:49.178489+00
1719478331.395217,400765810,81073382,1605135679340,17814247,19428328,1600523,0,0,2024-06-13 18:53:49.178489+00
1719478391.409891,400765810,81073382,1605135679340,17814247,19428328,1600523,0,0,2024-06-13 18:53:49.178489+00
1719478451.416668,400765859,81073382,1605135682290,17814247,19428354,1600549,0,0,2024-06-13 18:53:49.178489+00
1719478511.425501,400765868,81073382,1605135682834,17814247,19428359,1600554,0,0,2024-06-13 18:53:49.178489+00
1719478571.438363,400765869,81073382,1605135682884,17814247,19428359,1600554,0,0,2024-06-13 18:53:49.178489+00
1719478631.447944,400765869,81073382,1605135682884,17814247,19428359,1600554,0,0,2024-06-13 18:53:49.178489+00
1719478691.458871,400765869,81073382,1605135682884,17814247,19428359,1600554,0,0,2024-06-13 18:53:49.178489+00
1719478751.468904,400765869,81073382,1605135682884,17814247,19428359,1600554,0,0,2024-06-13 18:53:49.178489+00
1719478811.479442,400765886,81073382,1605135683910,17814247,19428368,1600563,0,0,2024-06-13 18:53:49.178489+00
1719478871.493620,400766053,81073383,1605135706977,17814247,19428447,1600642,0,0,2024-06-13 18:53:49.178489+00
1719478931.501360,400766067,81073383,1605135707794,17814247,19428455,1600650,0,0,2024-06-13 18:53:49.178489+00
1719478991.515422,400766106,81073383,1605135710177,17814247,19428475,1600670,0,0,2024-06-13 18:53:49.178489+00
1719479051.527391,400766120,81073386,1605135732274,17814247,19428481,1600676,0,0,2024-06-13 18:53:49.178489+00
1719479111.539318,400766125,81073386,1605135732563,17814247,19428484,1600679,0,0,2024-06-13 18:53:49.178489+00
1719479171.550288,400766244,81073388,1605135759348,17814247,19428535,1600730,0,0,2024-06-13 18:53:49.178489+00
1719479231.559297,400766255,81073389,1605135768011,17814247,19428541,1600736,0,0,2024-06-13 18:53:49.178489+00
